x,y,z,T
0.05,-0.018419944,0.985931793,14012.95752
0.05,-0.025,0.981815357,13989.73928
0.045816356,-0.003920205,0.997944005,13955.77291
0.045473105,-0.002456143,0.994931089,13989.5985
0.05,1.73E-18,0.997967996,13921.13105
0.05,-0.004048121,0.993249356,13968.47655
0.025515458,0.015,0.981578579,14118.70739
0.025545805,0.015255499,0.981455743,14121.95397
0.019526515,0.015,0.985697346,14083.98203
-0.04,0.007567704,0.994646498,13960.18079
-0.040255617,0.007619269,0.994444625,13963.77539
-0.04,0.0075,1,13941.64834
-0.04,0.015,1,13941.71457
-0.04,4.88E-19,1,13945.25347
0.031879979,-0.025,0.984700827,14066.18562
0.025040156,-0.0204785,0.987900702,14074.8814
0.022508224,-0.020642076,0.993357828,14020.61543
0.018183094,-0.025,0.992135288,14004.70058
0.018279284,-0.020936716,0.997677265,13982.77542
0.013636364,-0.025,0.997649618,13950.95202
0.009118663,-0.020976304,0.997621351,13988.05582
0.009112606,-0.025,0.992676054,14001.81178
0.004545455,-0.025,0.997599148,13953.2896
0.022691225,-0.025,0.984287964,14071.32004
0.035725669,-0.025,0.978635091,14108.69445
0.030762312,-0.020277756,0.979743863,14140.54376
0.023713366,-0.019437434,0.982229397,14132.80076
0.004326906,-0.020728029,0.993100163,14032.93004
1.23E-05,-0.025,0.991468444,14018.68307
5.53E-05,-0.020982583,0.997618897,13990.93695
-0.004545455,-0.025,0.99765135,13955.01735
-0.004514423,-0.020309726,0.992462634,14044.00883
-0.009048106,-0.025,0.992220007,14009.93142
-0.009106474,-0.020952652,0.997679777,13989.27567
-0.013636364,-0.025,0.997711606,13949.61711
-0.013214942,-0.020682465,0.993132095,14031.09568
-0.04,2.44E-04,0.990758062,13992.73105
-0.04,-0.007127554,0.986363636,14047.68061
0.04,-0.015,0.945454545,14334.38482
0.04,-0.015249949,0.945451351,14336.44313
0.032127554,-0.015,0.940909091,14349.79696
0.036860289,-0.019070236,0.98002093,14134.69235
0.042459486,-0.025,0.976200534,14104.5384
0.037560552,-0.019854112,0.974297105,14178.94841
0.043984834,-0.018434984,0.97923573,14124.15317
0.05,-0.025,0.972320082,14073.33366
0.04,-3.84E-04,0.963634453,14231.86868
0.040249701,-3.84E-04,0.963573954,14234.40983
0.04,0.007127554,0.959090909,14255.93074
0.04,0.015,0.963636364,14240.98351
0.040249449,0.015,0.963621352,14242.95908
0.04564604,-0.003218227,0.987890624,14056.77043
0.05,-0.006207528,0.985298105,14049.00771
0.05,-0.011560374,0.982167969,14068.06572
0.045257652,-0.007122847,0.980683447,14122.02373
0.05,-0.018018049,0.976466419,14092.85232
0.04545661,-0.012258267,0.976630938,14151.75697
0.05,0.003603424,0.99509144,13954.89754
0.045794221,0.003915588,0.997999751,13959.58362
0.05,0.008333333,0.998007333,13918.40099
0.045937282,0.004955164,0.99026418,14034.21207
0.05,9.47E-05,0.985593106,14044.15638
0.046314244,0.01156832,0.995075615,13977.80598
0.045700349,0.01210865,0.998028946,13950.9231
0.05,0.016666667,0.998027161,13899.36506
0.045223232,-0.00164627,0.981863406,14114.94978
0.05,0.012317566,0.995096462,13944.42709
0.05,0.01946394,0.995884283,13910.15645
0.045878504,0.021234289,0.998027177,13910.35411
0.05,0.025,0.998020327,13835.99268
0.043810866,0.014333193,0.991951595,14017.12446
0.016894208,0.015,0.977434276,14157.42772
0.016914316,0.015254829,0.977326672,14160.60347
0.012505601,0.015,0.985676306,14086.97537
0.00852499,0.015,0.979653442,14142.55793
-0.04,0.015,0.990909091,13992.98489
-0.04,0.015240635,0.990809007,13996.76205
-0.033700163,0.015,0.994017359,13972.40436
-0.031504555,0.015,0.985824441,14059.83931
-0.040240635,0.015,0.990809007,13996.77058
0.013353609,-0.020745778,0.991200707,14048.59052
0.006771901,-0.020159901,0.988021058,14086.20936
0.027323888,-0.025,0.976099197,14140.25837
0.035177274,-0.025,0.971217145,14163.83848
0.042418255,-0.025,0.96735172,14168.8291
0.018452918,-0.020050833,0.985382764,14104.9355
0.013595193,-0.025,0.984206231,14081.5879
0.00455166,-0.025,0.984100332,14086.3843
0.017870345,-0.025,0.976737981,14147.38943
0.022840962,-0.019926748,0.976369018,14179.88675
0.029911022,-0.02009136,0.971982149,14208.19518
0.0374971,-0.019915985,0.966235499,14236.3907
-2.39E-04,-0.019903193,0.986346998,14104.021
-0.004573712,-0.025,0.983856227,14090.16146
-0.00916181,-0.020307019,0.985502531,14108.5993
-0.018258944,-0.020896726,0.99777759,13982.77515
-0.018010534,-0.025,0.991902852,14005.45453
-0.015283046,-0.020505786,0.988560654,14078.37222
-0.022727273,-0.025,0.997831679,13942.99575
-0.01311015,-0.025,0.984002648,14083.93572
-0.021332605,-0.020681123,0.990821305,14048.404
-0.04,-0.015,0.981818182,14100.97658
-0.040244123,-0.015,0.981763323,14103.22055
-0.04,-0.007127554,0.977272727,14126.34832
-0.04,2.54E-04,0.98176771,14092.21337
-0.040248143,2.54E-04,0.981648118,14095.38238
-0.026929662,-0.025,0.991807565,13998.41385
-0.027525494,-0.020197652,0.994994961,14002.3398
-0.027389197,-0.02080942,0.997911575,13968.53254
-0.031818182,-0.025,0.997932296,13925.78995
0.04,-0.015,0.936363636,14371.04577
0.04,-0.015250138,0.936362276,14373.13697
0.032127554,-0.015,0.931818182,14380.88081
0.043966022,-0.017942062,0.970712471,14193.49874
0.04,-3.87E-04,0.954545136,14279.17156
0.040249906,-3.87E-04,0.954503225,14281.70889
0.04,0.007127554,0.95,14300.55906
0.05,-0.025,0.963234447,14128.06556
0.044694654,-0.019678139,0.963321893,14229.33184
0.05,-0.017709632,0.967658219,14159.65911
0.04,0.015,0.954545455,14292.20752
0.040250009,0.015,0.954538146,14294.07945
0.05,-0.004531659,0.977996297,14110.42547
0.05,-0.010706619,0.972554122,14146.59064
0.045213591,-0.006754329,0.972027954,14191.97917
0.045621887,-0.011827479,0.967632887,14218.00473
0.045483149,-0.001369789,0.975121051,14169.23702
0.05,0.003950954,0.976337195,14124.02512
0.044924433,0.004052688,0.983364275,14102.98615
0.05,0.008091359,0.985785982,14041.49455
0.044971195,0.011456657,0.987617771,14058.69505
0.042765535,0.018463588,0.995537054,13975.29566
0.044542798,0.025,0.994677586,13919.7323
0.05,0.025,0.994633614,13875.86346
0.040909091,0.025,0.997999791,13904.5249
0.045265137,0.005450165,0.977743566,14149.52945
0.05,0.01706162,0.9871256,14009.0859
0.05,0.011581701,0.978781584,14097.45827
0.04434435,0.009806562,0.981226611,14119.99509
0.042886202,0.018841356,0.988772471,14040.41811
0.008928567,0.015,0.972328452,14204.77629
0.008937514,0.015251657,0.972241446,14207.3914
0.001475881,0.015,0.976775416,14167.4092
0.002609229,0.015,0.969544064,14220.65287
0.036477306,0.020694707,0.997992032,13957.10248
0.034854247,0.020623542,0.994182629,13998.83878
0.031818182,0.025,0.997941351,13928.31362
0.027391158,0.020808908,0.997912094,13970.65199
0.02789982,0.020592915,0.995392614,13998.07978
0.022727273,0.025,0.99784006,13943.41449
-0.04,0.01524496,0.981766451,14095.76375
-0.04,0.015,0.981818182,14093.18915
-0.0324067,0.015,0.976596037,14139.8464
-0.04,-0.015,0.972727273,14176.00713
-0.040247614,-0.015,0.972699144,14177.79241
-0.04,-0.007127554,0.968181818,14192.57431
0.011691129,-0.019889152,0.981836794,14142.16157
0.020895942,-0.025,0.970242961,14197.10088
0.027234784,-0.025,0.966749024,14207.88657
0.042292519,-0.025,0.958569376,14223.8746
0.034582631,-0.025,0.96266952,14225.31938
0.015329256,-0.019790428,0.973719954,14208.39314
0.009042552,-0.025,0.976665127,14150.82633
0.003686658,-0.020488916,0.979215761,14164.47688
2.66E-04,-0.025,0.976433985,14156.14858
0.013380677,-0.025,0.96960559,14203.04888
0.038130583,-0.019953801,0.957916865,14283.94054
0.022884609,-0.020443864,0.966207913,14253.68467
0.02955205,-0.019898227,0.961575587,14276.70336
-0.004836449,-0.020002725,0.977153205,14185.98222
-0.008607647,-0.025,0.975842917,14158.86307
-0.012723357,-0.019820804,0.977943758,14175.07598
-0.017849647,-0.019996916,0.983608888,14121.68997
-0.021914999,-0.025,0.984220467,14076.61931
-0.026377807,-0.019755164,0.987263643,14078.14435
-0.017206621,-0.025,0.975876823,14152.74019
-0.024059682,-0.020520654,0.98344551,14114.52137
-0.029539645,-0.025,0.984983249,14060.35763
-0.031016072,-0.02029384,0.989829679,14046.69438
-0.04,3.66E-04,0.972715807,14162.40652
-0.040247449,3.66E-04,0.972630767,14165.20409
-0.03483028,-0.02059722,0.993980014,13997.03513
-0.036475942,-0.020694337,0.99799351,13953.08013
-0.040909091,-0.025,0.998005509,13900.37375
-0.036771072,-0.025,0.992186304,13976.37659
-0.04587532,-0.021231561,0.998040164,13904.21473
-0.044278447,-0.025,0.99373315,13926.08484
-0.05,-0.025,0.99803341,13828.52382
-0.042256027,-0.018446368,0.994635811,13981.10812
0.04,-0.015,0.927272727,14403.25352
0.04,-0.015250385,0.927272184,14405.30779
0.032127554,-0.015,0.922727273,14411.45675
0.05,-0.025,0.954264852,14181.63584
0.04,-3.87E-04,0.945454492,14319.80295
0.04025003,-3.87E-04,0.945426132,14322.46087
0.04,0.007127554,0.940909091,14342.91461
0.04,0.015,0.945454545,14335.34139
0.040250375,0.015,0.945451139,14337.23806
0.044790997,-0.019706184,0.954312968,14278.55366
0.05,-0.017468426,0.958643657,14216.71428
0.045541912,-0.01231043,0.958660558,14272.23671
0.05,-0.0101941,0.963097831,14211.81417
0.05,-0.002225903,0.967937996,14187.30053
0.044897784,0.005792547,0.971550202,14197.95827
0.044664801,-0.006265107,0.962944531,14253.79914
0.05,0.005428634,0.967957615,14185.19476
0.044933168,-6.74E-04,0.96594038,14236.32278
0.05,0.011247667,0.971705978,14153.87169
0.044917133,0.014669305,0.98134271,14112.07965
0.05,0.025,0.983411413,13976.58291
0.043857153,0.020020213,0.981154417,14101.12283
0.04285953,0.025,0.985353289,14020.24422
0.036278119,0.025,0.992294386,13980.75638
0.036621521,0.020519802,0.986003917,14077.44617
0.045387855,0.012883121,0.974942461,14166.46957
0.05,0.017980954,0.976853278,14094.08171
-5.48E-04,0.015,0.964842275,14249.48449
-5.47E-04,0.015249899,0.964777705,14252.13505
-0.00408053,0.015,0.970523503,14212.75848
0.031234728,0.020672884,0.989202467,14054.12554
0.026893379,0.025,0.99236579,13995.85133
0.021048294,0.019729015,0.992840152,14031.97215
0.018256375,0.020887576,0.99780017,13980.78511
0.018738348,0.025,0.995259319,13971.02049
0.013348166,0.0199744,0.994075028,14021.95061
0.013636364,0.025,0.997752454,13947.47145
0.015406134,0.020214766,0.989046802,14073.26945
0.008861523,0.025,0.993162136,13997.89478
0.009109254,0.020934247,0.997724069,13985.59648
0.004545455,0.025,0.997626187,13951.89916
-0.04,0.015,0.972727273,14172.26184
-0.04,0.015245761,0.972701176,14174.16489
-0.032127554,0.015,0.968181818,14203.1194
-0.04,-0.015,0.963636364,14234.99973
-0.040248896,-0.015,0.963622785,14236.93615
-0.04,-0.007127554,0.959090909,14246.8019
-0.04,3.84E-04,0.963634453,14223.16207
-0.040248676,3.84E-04,0.963574203,14225.70074
0.006072794,-0.019902797,0.973621836,14213.09681
0.013900332,-0.020008776,0.965362174,14269.0554
0.018570976,-0.025,0.962487959,14242.7331
0.026799863,-0.025,0.958070057,14261.13263
0.042309078,-0.025,0.949767474,14268.94018
0.03444515,-0.025,0.954128245,14272.68799
-2.08E-04,-0.020241313,0.972013925,14224.22301
0.004961175,-0.025,0.969409936,14204.39644
0.00732119,-0.02011682,0.967027552,14259.19315
-0.003496059,-0.025,0.9689806,14211.66542
0.009387067,-0.025,0.962608157,14246.23747
0.037790644,-0.019593684,0.949781283,14328.34868
0.029973098,-0.02071419,0.953103545,14318.14752
0.022548611,-0.020917747,0.957053237,14305.08546
-0.007300478,-0.019312306,0.971323769,14231.78853
-0.015255741,-0.020796645,0.971383095,14221.36396
-0.012570731,-0.025,0.96766094,14213.77775
-0.009466066,-0.020341999,0.966038884,14263.29091
-0.021711108,-0.020234409,0.978023824,14165.54771
-0.036678722,-0.020529655,0.985981507,14073.15189
-0.020612678,-0.025,0.96974714,14194.5783
-0.021984508,-0.020143034,0.971764042,14217.18442
-0.026591078,-0.025,0.976368538,14137.99376
-0.030786472,-0.020345838,0.98122922,14127.58809
-0.035437889,-0.025,0.981255969,14080.80702
-0.042915803,-0.025,0.985310602,14015.3728
-0.05,-0.019381769,0.99531467,13910.70737
-0.05,-0.016666667,0.998041242,13892.88392
-0.05,-0.025,0.993341381,13882.7929
-0.043082757,-0.018311497,0.988272845,14041.1591
-0.045670147,-0.011603367,0.995321236,13972.31635
-0.045693239,-0.012103395,0.998048924,13944.37789
-0.05,-0.008333333,0.99802932,13910.01311
-0.016691303,0.015,0.967114754,14229.58536
-0.016697177,0.015249651,0.967046131,14232.14218
-0.017541891,0.015,0.976495214,14156.97385
-0.010985605,0.015,0.971060546,14204.63068
-0.010991177,0.015250976,0.970980398,14207.42271
0.04,-0.015,0.918181818,14431.41742
0.04,-0.015250588,0.918181616,14433.47637
0.032127554,-0.015,0.913636364,14439.98415
0.04,-3.87E-04,0.936363628,14360.87643
0.040250124,-3.87E-04,0.936344943,14363.2083
0.04,0.007127554,0.931818182,14372.20472
0.05,-0.025,0.945272203,14227.18913
0.04430775,-0.018921752,0.945271645,14328.4198
0.05,-0.017310672,0.949786708,14263.60189
0.04,0.015,0.936363636,14371.74745
0.040250908,0.015,0.936362124,14373.73629
0.042489738,0.025,0.977019777,14093.75716
0.05,-0.010119538,0.953867489,14262.99352
0.045514349,-0.012182611,0.949625694,14318.07019
0.044662012,-0.00635613,0.954131357,14301.21114
0.05,-0.002974097,0.958117885,14246.93861
0.05,0.025,0.972315801,14075.64418
0.045120877,0.012151281,0.967482416,14221.92419
0.044475072,5.65E-04,0.958384733,14279.88296
0.05,0.003908358,0.960698686,14228.82759
0.044333759,0.00608186,0.964029234,14247.48201
0.05,0.011151147,0.96371859,14209.39972
0.044250578,0.006817141,0.958446994,14281.99381
0.05,0.017994738,0.967779293,14159.84429
0.042766197,0.018787524,0.975218965,14161.19967
0.035345465,0.025,0.98126935,14084.72824
0.037315999,0.020633019,0.976660088,14156.53425
0.026393315,0.019814933,0.987279305,14079.17147
0.029548528,0.025,0.984973311,14062.41315
0.030676771,0.020075476,0.981293683,14130.78415
0.043464933,0.018140785,0.969710174,14201.51104
0.004535294,0.020740216,0.991884103,14043.49144
-0.00848898,0.015,0.962762318,14259.76423
-0.008490915,0.015250242,0.962702802,14262.32435
-4.64E-05,0.020979781,0.997625772,13985.46146
-2.44E-04,0.025,0.993365028,13995.00441
-0.004545455,0.025,0.997628101,13947.60776
-0.00432995,0.020781042,0.993094566,14026.31114
-0.009106697,0.020961212,0.997659207,13980.96837
-0.009366875,0.025,0.993308698,13988.42852
-0.013636364,0.025,0.997667992,13943.13539
0.021972273,0.025,0.984207956,14077.71943
0.024167748,0.020871058,0.983400241,14114.01798
0.018002454,0.020054427,0.983657051,14120.02921
0.013339021,0.025,0.984602996,14075.74511
0.008978901,0.019956754,0.986303423,14098.69674
0.004333039,0.025,0.984578657,14078.14418
-0.04,0.015,0.963636364,14231.45959
-0.04,0.01524754,0.963623235,14233.55671
-0.032127554,0.015,0.959090909,14259.32009
-0.045796986,0.003917847,0.99799256,13946.65651
-0.045666451,0.002280177,0.994816503,13981.21544
-0.05,-1.73E-18,0.997976913,13912.0856
-0.05,0.008333333,0.997919089,13908.82947
-0.04,-0.015,0.954545455,14285.9746
-0.040249482,-0.015,0.954539329,14287.86444
-0.04,-0.007127554,0.95,14295.03592
-0.04,3.87E-04,0.954545136,14272.50694
-0.040249889,3.87E-04,0.954503228,14274.96764
0.0192753,-0.025,0.953571263,14291.40125
0.017088814,-0.020040023,0.960599901,14292.6069
0.001740453,-0.020223218,0.965669929,14266.11601
0.013023203,-0.025,0.956568659,14284.21943
0.007747821,-0.019781964,0.959712165,14302.40977
0.026557872,-0.025,0.949547549,14303.09401
0.042284214,-0.025,0.940790979,14309.25
0.034318148,-0.025,0.945357312,14313.30118
-0.003186231,-0.019836933,0.964745517,14273.54695
0.001270485,-0.025,0.96210422,14253.82772
-0.006084679,-0.025,0.962581064,14250.47428
0.005965191,-0.025,0.955008452,14287.83656
0.0376446,-0.019551362,0.940772522,14367.28612
0.029490407,-0.020567636,0.945038866,14355.91362
0.022309172,-0.020908553,0.948479573,14345.518
0.015130551,-0.019861147,0.9525406,14336.57994
-0.043931228,-0.020019183,0.981225189,14094.49508
-0.05,-0.025,0.982872281,13976.2232
-0.01189682,-0.025,0.958356781,14272.41935
-0.008058244,-0.020525495,0.95784813,14310.4157
-0.015896861,-0.020637987,0.963139881,14276.55245
-0.019644587,-0.025,0.962636438,14238.50428
-0.023110844,-0.020038789,0.966489617,14251.1044
-0.037315104,-0.020478671,0.97679775,14152.09008
-0.042513512,-0.025,0.977020195,14088.512
-0.028840898,-0.020213818,0.972814524,14198.11276
-0.027028058,-0.025,0.967186842,14205.67264
-0.034420644,-0.025,0.972096282,14158.44639
-0.05,-0.012422503,0.993569505,13952.20026
-0.043665545,-0.014242412,0.991939872,14011.37025
-0.044902861,-0.011474682,0.987503288,14052.48895
-0.05,-0.017067707,0.986427859,14009.60128
-0.05,-0.004117865,0.994771748,13949.85524
-0.045782269,-0.003911311,0.998029958,13951.14603
-0.045878017,-0.004996354,0.990132231,14027.20805
-0.05,0.003927099,0.992310881,13968.87487
-0.006739699,0.020602645,0.987501801,14082.93084
-0.01311181,0.020116548,0.992528689,14030.27959
-0.018272606,0.020937763,0.997676172,13975.15128
-0.018521176,0.025,0.992258834,13995.69113
-0.022727273,0.025,0.997709097,13933.77883
-0.022650545,0.020610384,0.993462095,14011.24241
-0.027419805,0.020862635,0.997774386,13964.69627
-0.028036321,0.025,0.993208907,13974.38898
-0.031818182,0.025,0.997781001,13922.34501
0.04,-0.015,0.909090909,14456.64607
0.04,-0.015250639,0.909090839,14458.75634
0.032127554,-0.015,0.904545455,14464.4106
0.04,-3.87E-04,0.927272726,14392.03673
0.040250082,-3.87E-04,0.927260777,14394.43385
0.04,0.007127554,0.922727273,14404.15614
0.04,0.015,0.927272727,14403.69604
0.040251603,0.015,0.92727209,14405.67987
0.05,-0.025,0.936243581,14259.1559
0.044719764,-0.019665573,0.936258581,14360.07543
0.05,-0.017314225,0.940769413,14303.57391
0.05,-0.010158884,0.944741328,14305.79862
0.045081847,-0.012167857,0.940613813,14359.79997
0.042310746,0.025,0.967677149,14167.43335
0.034422686,0.025,0.972091658,14162.27157
0.044901574,-0.004912765,0.94509175,14342.67879
0.05,-0.003092108,0.948614365,14293.19966
0.044730908,-2.04E-04,0.951500792,14314.88495
0.05,0.003781802,0.951938375,14276.89976
0.044031843,0.0187512,0.963817144,14235.57228
0.05,0.025,0.962973133,14134.33015
0.05,0.010762559,0.955227163,14256.43178
0.04438967,0.012665649,0.958993126,14274.7027
0.044512826,0.007007199,0.953448182,14305.63514
0.05,0.017813314,0.9589589,14213.88219
0.036528274,0.020002808,0.968661423,14222.80665
0.026601251,0.025,0.976362556,14139.46654
0.02879167,0.020156572,0.972780533,14200.71686
0.021743669,0.020266139,0.97803577,14165.69935
3.17E-04,0.020051145,0.985981786,14101.58618
-0.004642967,0.025,0.984514877,14076.12556
-0.013730951,0.025,0.984528983,14071.32411
0.004940584,0.019970364,0.976737809,14185.29478
-3.20E-04,0.025,0.976529787,14149.48672
-0.003661598,0.020507235,0.979122439,14158.88744
0.012505677,0.020267835,0.977985103,14171.4885
0.017179794,0.025,0.975446527,14155.66014
0.022005836,0.020143436,0.971761069,14218.00553
0.008458931,0.025,0.976293689,14152.23128
-0.031375138,0.020505098,0.99232186,14014.20427
-0.04,0.015,0.954545455,14282.97158
-0.04,0.015249103,0.954539042,14285.00618
-0.032127554,0.015,0.95,14306.48974
-0.045674938,0.003161988,0.987826478,14047.79877
-0.045323465,0.009638879,0.994285538,13982.38218
-0.040909091,0.025,0.997812234,13893.82169
-0.036513687,0.020742968,0.997854134,13948.55655
-0.043248617,0.019401094,0.995628052,13956.40282
-0.036420236,0.025,0.992516411,13969.76356
-0.043806052,0.025,0.99490505,13909.05397
-0.045914241,0.021268862,0.997858603,13900.57297
-0.05,0.025,0.997806049,13825.30932
-0.042286389,0.020317834,0.990364491,14008.91706
-0.05,0.020677074,0.995245352,13896.76519
-0.05,0.016666667,0.997887746,13887.55913
-0.05,0.013130641,0.993714035,13943.80451
-0.045731037,0.01212905,0.997942065,13941.59013
-0.044934663,-0.014797428,0.981441083,14104.42833
-0.05,-0.017981003,0.976717564,14088.97181
-0.04,-0.015,0.945454545,14329.66044
-0.040249823,-0.015,0.945451988,14331.57988
-0.04,-0.007127554,0.940909091,14334.04434
-0.04,3.87E-04,0.945454492,14311.81024
-0.040249979,3.87E-04,0.945426137,14314.55893
0.018951808,-0.025,0.945092515,14328.59358
0.011982006,-0.025,0.949386944,14315.06546
0.015314434,-0.020669084,0.944428484,14368.01148
2.88E-04,-0.0205727,0.955531807,14322.6234
0.007675828,-0.020639087,0.950356866,14344.4293
0.042301236,-0.025,0.931718472,14346.14145
0.026437965,-0.025,0.94075217,14339.68506
0.034191235,-0.025,0.936317857,14349.29533
0.037276754,-0.019404785,0.931725897,14401.78121
-0.003109785,-0.025,0.954037114,14291.27124
0.003973476,-0.025,0.946773106,14328.6635
0.029289678,-0.019862122,0.936221919,14391.15372
0.021808507,-0.020387332,0.93992785,14381.65433
-0.005551439,-0.019486937,0.948919025,14356.11987
-0.011211697,-0.025,0.949208081,14317.33295
-0.015112122,-0.020031857,0.953305261,14330.76921
-0.019065189,-0.025,0.953961282,14284.52229
-0.042800862,-0.018782127,0.975246521,14155.41979
-0.05,-0.025,0.972904489,14065.15627
-0.022408901,-0.020864358,0.957765451,14299.73779
-0.026724862,-0.025,0.958638729,14255.80913
-0.029915025,-0.020799336,0.962451678,14263.29688
-0.036572376,-0.020062911,0.968603428,14218.58805
-0.042255873,-0.025,0.967811415,14162.38556
-0.034386669,-0.025,0.963143752,14214.99278
-0.043774428,-0.017917501,0.969664396,14195.74655
-0.05,-0.008143199,0.985050237,14040.18832
-0.044542131,-0.009814175,0.981077193,14112.77571
-0.05,-0.011580399,0.978793683,14090.17962
-0.04519815,-0.005440408,0.977839335,14140.2168
-0.045441565,-0.012887033,0.974931422,14159.57914
-0.05,0.006648147,0.985913895,14033.3701
-0.044960615,-0.004049035,0.983389713,14093.71001
-0.05,-1.36E-04,0.985368802,14036.92761
-0.045195918,0.001646539,0.981885835,14105.29833
-0.05,-0.011245961,0.971715866,14146.98749
-0.025218578,0.020574035,0.987745568,14067.15649
-0.0116871,0.019882844,0.981843698,14134.2639
-0.01866175,0.020603539,0.983869535,14108.18244
-0.036112337,0.019679157,0.986668217,14063.21644
-0.031954913,0.025,0.984922195,14053.61724
-0.022907242,0.025,0.984594002,14059.65406
-0.024553096,0.019829418,0.982041081,14123.70291
0.04,-0.015,0.9,14479.82182
0.04,-0.015250623,0.899999977,14481.92836
0.032127554,-0.015,0.895454545,14486.20028
0.04,-3.87E-04,0.918181818,14419.48009
0.040250238,-3.87E-04,0.918174403,14421.91087
0.04,0.007127554,0.913636364,14427.70473
0.04,0.015,0.918181818,14431.42394
0.040252581,0.015,0.918181564,14433.3977
0.05,-0.025,0.927196922,14296.47037
